cnt,pos,speed,DTorque,DAC,STorque
0,-174.923,26.6448,-1,0,0
1,-174.665,24.8961,-1,0,0
2,-174.518,23.5646,-1,0,0
3,-174.401,22.8636,-1,0,0
4,-174.356,22.1651,-1,0,0
5,-174.269,21.246,-1,0,0
6,-174.206,20.7656,-1,0,0
7,-174.165,20.0909,0,0,0
8,-174.106,19.4675,0,0,0
9,-174.011,18.5305,0,0,0
10,-173.974,18.0453,0,0,0
11,-173.905,16.7961,0,0,0
12,-173.839,16.0856,0,0,0
13,-173.792,15.2977,0,0,0
14,-173.747,14.8566,0,0,0
15,-173.704,13.9411,0,0,0
16,-173.662,13.3105,0,0,0
17,-173.61,12.37,0,0,0
18,-173.574,11.706,0,0,0
19,-173.54,11.1994,0,0,0
20,-173.518,10.7774,0,0,0
21,-173.487,10.0955,0,0,0
22,-173.477,9.6545,0,0,0
23,-173.458,9.2015,0,0,0
24,-173.44,8.7437,0,0,0
25,-173.398,7.8008,0,0,0
26,-173.383,7.33,0,0,0
27,-173.363,6.5313,0,0,0
28,-173.35,6.0807,0,0,0
29,-173.327,5.3249,0,0,0
30,-173.316,4.9828,0,0,0
31,-173.297,4.5358,0,0,0
32,-173.289,4.2115,0,0,0
33,-173.274,3.482,0,0,0
34,-173.267,2.9801,0,0,0
35,-173.256,2.3293,0,0,0
36,-173.25,1.8358,0,0,0
37,-173.245,1.5127,0,0,0
38,-173.241,1.0073,0,0,0
39,-173.239,0.1526,0,0,0
40,-173.239,-0.1752,0,0,0
41,-173.241,-0.695,0,0,0
42,-173.243,-0.7903,0,0,0
43,-173.245,-0.8225,0,0,0
44,-173.247,-0.8178,0,0,0
45,-173.249,-0.8166,0,0,0
46,-173.252,-0.7558,0,0,0
47,-173.254,-0.7283,-1,0,0
48,-173.256,-0.6461,0,0,0
49,-173.258,-0.5483,-1,0,0
50,-173.26,-0.5019,-1,0,0
51,-173.262,-0.3838,0,0,0
52,-173.263,-0.2944,0,0,0
53,-173.264,-0.1931,-1,0,0
54,-173.264,-0.1216,0,0,0
55,-173.264,0.0119,0,0,0
56,-173.264,0.0608,0,0,0
57,-173.264,0.0751,0,0,0
58,-173.264,0.0691,0,0,0
59,-173.263,0.0298,0,0,0
60,-173.263,-0.0012,0,0,0
61,-173.263,-0.0381,0,0,0
62,-173.264,-0.0453,0,0,0
63,-173.264,-0.037,0,0,0
64,-173.264,-0.0226,0,0,0
65,-173.264,0.006,0,0,0
66,-173.264,0.0131,0,0,0
67,-173.264,0.0215,0,0,0
68,-173.264,0.0131,0,0,0
69,-173.264,-0.0024,0,0,0
70,-173.264,-0.0143,0,0,0
71,-173.264,-0.0131,0,0,0
72,-173.264,-0.0012,0,0,0
73,-173.264,0.0072,0,0,0
74,-173.264,0.0048,0,0,0
75,-173.264,0.0036,0,0,0
76,-173.264,-0.0012,0,0,0
77,-173.264,0,0,0,0
78,-173.264,-0.0012,0,0,0
79,-173.264,0.0012,0,0,0
80,-173.264,-0.0012,0,0,0
81,-173.264,-0.0036,0,0,0
82,-173.264,-0.0083,0,0,0
83,-173.264,-0.0036,0,0,0
84,-173.264,0.0036,0,0,0
85,-173.264,0.0012,0,0,0
86,-173.264,-0.0024,0,0,0
87,-173.264,0.0012,0,0,0
88,-173.264,0.0024,0,0,0
89,-173.264,0.0036,0,0,0
90,-173.264,-0.0024,0,0,0
91,-173.264,-0.0012,0,0,0
92,-173.264,0.0012,0,0,0
93,-173.264,0.0012,0,0,0
94,-173.264,0.0036,0,0,0
95,-173.264,0.0012,0,0,0
96,-173.264,0,0,0,0
97,-173.264,0.0036,0,0,0
98,-173.264,-0.0048,0,0,0
99,-173.264,-0.0048,0,0,0
100,-173.264,-0.0012,0,0,0
101,-173.264,-0.0012,0,0,0
102,-173.264,0,0,0,0
103,-173.264,-0.0024,0,0,0
104,-173.264,-0.0048,0,0,0
105,-173.264,-0.0012,0,0,0
106,-173.264,0.0036,0,0,0
107,-173.264,0.0024,0,0,0
108,-173.264,0.0036,0,0,0
109,-173.264,0,0,0,0
110,-173.264,0,0,0,0
111,-173.264,-0.0012,0,0,0
112,-173.264,-0.0072,0,0,0
113,-173.264,-0.0024,0,0,0
114,-173.264,0.0024,0,0,0
115,-173.264,-0.0024,0,0,0
116,-173.264,0.0012,0,0,0
117,-173.264,0.0012,0,0,0
118,-173.264,0.0024,0,0,0
119,-173.264,0,0,0,0
120,-173.264,-0.006,0,0,0
121,-173.264,0.0012,0,0,0
122,-173.264,0,0,0,0
123,-173.264,0,0,0,0
124,-173.264,-0.0024,0,0,0
125,-173.264,-0.0012,0,0,0
126,-173.264,-0.006,0,0,0
127,-173.264,-0.0012,0,0,0
128,-173.264,0.0072,0,0,0
129,-173.264,0.0024,0,0,0
130,-173.264,-0.0012,0,0,0
131,-173.264,0,0,0,0
132,-173.264,-0.0012,0,0,0
133,-173.264,-0.0024,0,0,0
134,-173.264,-0.0024,0,0,0
135,-173.264,0,0,0,0
136,-173.264,0,0,0,0
137,-173.264,0.0036,0,0,0
138,-173.264,0.0012,0,0,0
139,-173.264,-0.0012,0,0,0
140,-173.264,0.0012,0,0,0
