cnt,pos,speed,DTorque,STorque,Force,Dir
1,70.15,-0.19,459.00,0,80.78,-1
2,70.15,-0.18,459.00,0,80.78,-1
3,70.15,-0.16,461.00,0,81.14,-1
4,70.15,-0.15,461.00,0,81.14,-1
5,70.15,-0.13,462.00,0,81.31,-1
6,70.15,-0.12,462.00,0,81.31,-1
7,70.15,-0.12,463.00,0,81.49,-1
8,70.15,-0.08,464.00,0,81.66,-1
9,70.15,-0.06,464.00,0,81.66,-1
10,70.15,-0.03,465.00,0,81.84,-1
11,70.15,-0.01,466.00,0,82.02,-1
12,70.15,0.01,466.00,0,82.02,-1
13,70.15,-0.00,466.00,0,82.02,-1
14,70.15,-0.00,467.00,0,82.19,-1
15,70.15,0.00,467.00,0,82.19,-1
16,70.15,0.01,468.00,0,82.37,-1
17,70.15,0.00,468.00,0,82.37,-1
18,70.15,0.01,469.00,0,82.54,-1
19,70.15,0.00,470.00,0,82.72,-1
20,70.15,0.00,470.00,0,82.72,-1
21,70.15,0.01,470.00,0,82.72,-1
22,70.15,0.01,471.00,0,82.90,-1
23,70.15,0.01,471.00,0,82.90,-1
24,70.15,0.00,471.00,0,82.90,-1
25,70.15,-0.01,471.00,0,82.90,-1
26,70.15,0.01,471.00,0,82.90,-1
27,70.15,0.01,472.00,0,83.07,-1
28,70.15,0.01,472.00,0,83.07,-1
29,70.15,-0.00,472.00,0,83.25,-1
30,70.15,0.00,473.00,0,83.25,-1
31,70.15,0.01,473.00,0,83.25,-1
32,70.15,-0.00,473.00,0,83.25,-1
33,70.15,-0.01,473.00,0,83.25,-1
34,70.15,0.00,473.00,0,83.25,-1
35,70.15,0.01,473.00,0,83.25,-1
36,70.15,-0.01,473.00,0,83.25,-1
37,70.15,-0.01,473.00,0,83.25,-1
38,70.15,-0.00,473.00,0,83.25,-1
39,70.15,0.01,473.00,0,83.25,-1
40,70.15,-0.01,473.00,0,83.25,-1
41,70.15,-0.02,473.00,0,83.25,-1
42,70.15,-0.01,472.00,0,83.07,-1
43,70.15,0.00,472.00,0,83.07,-1
44,70.15,-0.01,472.00,0,83.07,-1
45,70.15,-0.02,472.00,0,83.07,-1
46,70.15,-0.05,472.00,0,83.07,-1
47,70.15,-0.06,472.00,0,83.07,-1
48,70.15,-0.09,471.00,0,82.90,-1
49,70.15,-0.10,471.00,0,82.90,-1
50,70.15,-0.14,470.00,0,82.72,-1
51,70.15,-0.17,470.00,0,82.72,-1
52,70.15,-0.21,470.00,0,82.72,-1
53,70.15,-0.26,469.00,0,82.54,-1
54,70.15,-0.29,469.00,0,82.54,-1
55,70.15,-0.33,468.00,0,82.37,-1
56,70.15,-0.44,467.00,0,82.19,-1
57,70.15,-0.51,467.00,0,82.19,-1
58,70.15,-0.57,467.00,0,82.19,-1
59,70.15,-0.65,466.00,0,82.02,-1
60,70.15,-0.65,466.00,0,82.02,-1
61,70.15,-0.72,465.00,0,81.84,-1
62,70.15,-0.81,465.00,0,81.84,-1
63,70.15,-0.95,464.00,0,81.66,-1
64,70.15,-1.19,464.00,0,81.66,-1
65,70.16,-1.32,463.00,0,81.49,-1
66,70.16,-1.45,463.00,0,81.49,-1
67,70.16,-1.63,462.00,0,81.31,-1
68,70.16,-1.83,462.00,0,81.31,-1
69,70.16,-1.97,462.00,0,81.31,-1
70,70.17,-2.15,461.00,0,81.14,-1
71,70.17,-2.27,461.00,0,81.14,-1
72,70.17,-2.50,461.00,0,81.14,-1
73,70.17,-2.70,460.00,0,80.96,-1
