cnt,pos,speed,DTorque,STorque,Force
3725,123.99,0.01,67.00,0,11.79,0
3726,123.99,0.00,67.00,0,11.79,0
3727,123.99,-0.01,67.00,0,11.79,0
3728,123.99,-0.01,67.00,0,11.79,0
3729,123.99,0.01,67.00,0,11.79,0
3730,123.99,0.00,67.00,0,11.79,0
3731,123.99,-0.01,67.00,0,11.79,0
3732,123.99,-0.01,67.00,0,11.79,0
3733,123.99,0.00,67.00,0,11.79,0
3734,123.99,-0.01,67.00,0,11.79,0
3735,123.99,0.01,67.00,0,11.79,0
3736,123.99,0.00,67.00,0,11.79,0
3737,123.99,-0.01,67.00,0,11.79,0
3738,123.99,0.00,67.00,0,11.79,0
3739,123.99,0.00,67.00,0,11.79,0
3740,123.99,-0.01,67.00,0,11.79,0
3741,123.99,0.01,67.00,0,11.79,0
3742,123.99,-0.01,67.00,0,11.79,0
3743,123.99,-0.01,67.00,0,11.79,0
3744,123.99,0.01,67.00,0,11.79,0
3745,123.99,-0.01,67.00,0,11.79,0
3746,123.99,-0.01,67.00,0,11.79,0
3747,123.99,0.00,67.00,0,11.79,0
3748,123.99,0.01,67.00,0,11.79,0
3749,123.99,0.00,67.00,0,11.79,0
3750,123.99,-0.01,67.00,0,11.79,0
3751,123.99,0.00,67.00,0,11.79,0
3752,123.99,0.01,67.00,0,11.79,0
3753,123.99,-0.01,67.00,0,11.79,0
3754,123.99,-0.01,67.00,0,11.79,0
3755,123.99,0.01,66.00,0,11.62,0
3756,123.99,-0.00,66.00,0,11.62,0
3757,123.99,-0.00,66.00,0,11.62,0
3758,123.99,0.00,66.00,0,11.62,0
3759,123.99,0.01,66.00,0,11.62,0
3760,123.99,-0.01,66.00,0,11.62,0
3761,123.99,0.00,66.00,0,11.79,0
3762,123.99,0.00,66.00,0,11.62,0
3763,123.99,-0.01,66.00,0,11.62,0
3764,123.99,-0.01,67.00,0,11.79,0
3765,123.99,0.02,67.00,0,11.79,0
3766,123.99,0.00,67.00,0,11.79,0
3767,123.99,-0.02,67.00,0,11.79,0
3768,123.99,0.01,67.00,0,11.62,0
3769,123.99,-0.01,66.00,0,11.62,0
3770,123.99,-0.00,67.00,0,11.79,0
3771,123.99,0.01,67.00,0,11.79,0
3772,123.99,0.00,67.00,0,11.79,0
3773,123.99,-0.01,66.00,0,11.62,0
3774,123.99,-0.00,66.00,0,11.62,0
3775,123.99,0.01,66.00,0,11.62,0
3776,123.99,0.01,67.00,0,11.79,0
