cnt,pos,speed,DTorque,DAC,STorque
0,-111.111,7.9129,-41,0,0
1,-111.017,2.8884,-20,0,0
2,-110.998,1.384,-10,0,0
3,-110.993,0.4852,-1,0,0
4,-110.992,-0.1228,8,0,0
5,-110.992,-0.1526,9,0,0
6,-110.993,-0.1132,10,0,0
7,-110.993,-0.0703,10,0,0
8,-110.993,-0.037,10,0,0
9,-110.993,-0.0322,9,0,0
10,-110.994,-0.0274,9,0,0
11,-110.994,-0.0298,9,0,0
12,-110.994,-0.0298,9,0,0
13,-110.994,-0.006,9,0,0
14,-110.994,-0.0024,8,0,0
15,-110.994,-0.0131,8,0,0
16,-110.994,-0.0298,8,0,0
17,-110.994,-0.0453,8,0,0
18,-110.994,-0.0429,8,0,0
19,-110.994,-0.0322,8,0,0
20,-110.994,-0.0095,8,0,0
21,-110.994,0.0048,7,0,0
22,-110.994,0.0119,7,0,0
23,-110.994,0.0131,7,0,0
24,-110.994,-0.0012,6,0,0
25,-110.994,-0.006,6,0,0
26,-110.994,-0.0048,6,0,0
27,-110.994,-0.0334,6,0,0
28,-110.995,-0.0405,6,0,0
29,-110.995,-0.0298,5,0,0
30,-110.995,-0.0191,5,0,0
31,-110.995,-0.006,4,0,0
32,-110.995,-0.006,4,0,0
33,-110.995,-0.006,4,0,0
34,-110.995,-0.0131,4,0,0
35,-110.995,-0.0179,4,0,0
36,-110.995,-0.0238,4,0,0
37,-110.995,-0.0334,4,0,0
38,-110.995,-0.0286,4,0,0
39,-110.995,-0.0262,3,0,0
40,-110.995,-0.031,3,0,0
41,-110.995,-0.0322,3,0,0
42,-110.996,-0.0393,3,0,0
43,-110.996,-0.0393,3,0,0
44,-110.996,-0.0238,3,0,0
45,-110.996,-0.0215,3,0,0
46,-110.996,-0.0179,3,0,0
47,-110.996,-0.0072,3,0,0
48,-110.996,-0.0048,2,0,0
49,-110.996,0,2,0,0
50,-110.996,-0.0131,2,0,0
51,-110.996,-0.0203,2,0,0
52,-110.996,-0.0238,2,0,0
53,-110.996,-0.0203,1,0,0
54,-110.996,-0.0191,1,0,0
55,-110.996,-0.0215,1,0,0
56,-110.996,-0.0274,1,0,0
57,-110.996,-0.0262,1,0,0
58,-110.997,-0.031,1,0,0
59,-110.997,-0.0358,1,0,0
60,-110.997,-0.037,1,0,0
61,-110.997,-0.0405,1,0,0
62,-110.997,-0.0346,1,0,0
63,-110.997,-0.0346,1,0,0
64,-110.997,-0.0346,1,0,0
65,-110.997,-0.0346,1,0,0
66,-110.997,-0.0274,1,0,0
67,-110.997,-0.0191,1,0,0
68,-110.997,-0.0143,0,0,0
69,-110.998,-0.0083,0,0,0
70,-110.998,-0.0119,0,0,0
71,-110.998,-0.0131,0,0,0
72,-110.998,-0.025,0,0,0
73,-110.998,-0.031,0,0,0
74,-110.998,-0.0322,0,0,0
75,-110.998,-0.031,0,0,0
76,-110.998,-0.031,0,0,0
77,-110.998,-0.031,0,0,0
78,-110.998,-0.0358,0,0,0
79,-110.998,-0.037,0,0,0
80,-110.998,-0.031,0,0,0
81,-110.999,-0.0215,0,0,0
82,-110.999,-0.0095,0,0,0
83,-110.999,-0.0048,0,0,0
84,-110.999,-0.006,0,0,0
85,-110.999,0,0,0,0
86,-110.999,-0.0036,0,0,0
87,-110.999,-0.0048,0,0,0
88,-110.999,-0.006,0,0,0
89,-110.999,-0.006,-1,0,0
90,-110.999,-0.0048,0,0,0
91,-110.999,-0.0083,-1,0,0
92,-110.999,-0.0107,-1,0,0
93,-110.999,-0.0215,0,0,0
94,-110.999,-0.0203,0,0,0
95,-110.999,-0.0191,0,0,0
96,-110.999,-0.0167,0,0,0
97,-110.999,-0.0215,0,0,0
98,-110.999,-0.0191,0,0,0
99,-110.999,-0.0215,0,0,0
100,-110.999,-0.0179,0,0,0
101,-110.999,-0.0191,0,0,0
102,-110.999,-0.0024,0,0,0
103,-110.999,0.0012,-1,0,0
104,-110.999,-0.0036,0,0,0
105,-110.999,-0.0036,-1,0,0
106,-110.999,-0.0036,-1,0,0
107,-110.999,-0.0036,-1,0,0
108,-110.999,-0.0036,-1,0,0
109,-110.999,-0.0036,-1,0,0
110,-110.999,-0.0012,-1,0,0
111,-110.999,-0.0083,-1,0,0
112,-110.999,-0.0167,-1,0,0
113,-110.999,-0.0143,-1,0,0
114,-110.999,-0.0131,-1,0,0
115,-111,-0.0119,-1,0,0
116,-111,-0.0095,-1,0,0
117,-111,-0.0083,-1,0,0
118,-111,-0.0012,-1,0,0
119,-111,-0.0012,-1,0,0
120,-111,-0.0024,-1,0,0
121,-111,-0.0024,-1,0,0
122,-111,-0.0012,-1,0,0
123,-111,-0.0048,-1,0,0
124,-111,-0.006,-1,0,0
125,-111,-0.0036,-1,0,0
126,-111,-0.0024,-1,0,0
127,-111,-0.0024,-1,0,0
128,-111,-0.0024,-1,0,0
129,-111,-0.0048,-1,0,0
130,-111,-0.0048,-1,0,0
131,-111,-0.0036,-1,0,0
132,-111,-0.0024,-1,0,0
133,-111,0,-1,0,0
134,-111,0,-1,0,0
135,-111,-0.0024,-1,0,0
136,-111,-0.0036,-1,0,0
137,-111,0.0012,-1,0,0
138,-111,0.0012,-1,0,0
139,-111,-0.0024,-1,0,0
140,-111,-0.0024,-1,0,0
141,-111,-0.0036,-1,0,0
142,-111,-0.006,-1,0,0
