cnt,pos,speed,DTorque,DAC,STorque
0,-78.9313,22.2283,-2,0,0
1,-78.6674,17.6603,-1,0,0
2,-78.5188,15.0628,-1,0,0
3,-78.462,13.4202,-1,0,0
4,-78.4228,12.3998,-1,0,0
5,-78.3751,11.2137,-1,0,0
6,-78.3217,9.9382,-1,0,0
7,-78.2926,9.2349,-1,0,0
8,-78.2657,8.7557,-1,0,0
9,-78.2409,7.8199,-1,0,0
10,-78.2255,7.33,-1,0,0
11,-78.185,6.1951,-1,0,0
12,-78.1733,5.7266,0,0,0
13,-78.1626,5.0114,0,0,0
14,-78.1528,4.5262,0,0,0
15,-78.1362,3.7788,-1,0,0
16,-78.1264,2.6929,0,0,0
17,-78.1174,1.8358,0,0,0
18,-78.1146,1.2362,0,0,0
19,-78.1126,0.0715,0,0,0
20,-78.1132,-0.4649,0,0,0
21,-78.1185,-1.4388,0,0,0
22,-78.1231,-1.7189,0,0,0
23,-78.1324,-2.0038,0,0,0
24,-78.1365,-2.0933,0,0,0
25,-78.1428,-2.1219,0,0,0
26,-78.1471,-2.104,-1,0,0
27,-78.1575,-2.0694,0,0,0
28,-78.1615,-2.0182,0,0,0
29,-78.1654,-1.918,0,0,0
30,-78.1691,-1.8322,0,0,0
31,-78.1762,-1.6939,-1,0,0
32,-78.1813,-1.595,-1,0,0
33,-78.1891,-1.5199,0,0,0
34,-78.192,-1.4555,0,0,0
35,-78.1964,-1.4472,0,0,0
36,-78.1992,-1.3947,0,0,0
37,-78.2047,-1.3566,-1,0,0
38,-78.2087,-1.3172,0,0,0
39,-78.2126,-1.2862,0,0,0
40,-78.2151,-1.2624,0,0,0
41,-78.2202,-1.2624,0,0,0
42,-78.2226,-1.2052,0,0,0
43,-78.2298,-1.1098,0,0,0
44,-78.2331,-1.0872,0,0,0
45,-78.2353,-1.0419,-1,0,0
46,-78.2383,-1.0168,0,0,0
47,-78.2412,-0.9072,0,0,0
48,-78.2429,-0.8511,0,0,0
49,-78.2454,-0.8046,0,0,0
50,-78.2469,-0.7176,0,0,0
51,-78.2496,-0.6282,0,0,0
52,-78.2507,-0.5483,0,0,0
53,-78.2528,-0.4697,0,0,0
54,-78.2537,-0.4268,0,0,0
55,-78.2549,-0.3934,0,0,0
56,-78.2556,-0.3576,0,0,0
57,-78.2569,-0.3111,0,0,0
58,-78.2575,-0.298,0,0,0
59,-78.2581,-0.2801,0,0,0
60,-78.2587,-0.2754,0,0,0
61,-78.2597,-0.2325,0,0,0
62,-78.2604,-0.2217,0,0,0
63,-78.2608,-0.2026,0,0,0
64,-78.2612,-0.1824,0,0,0
65,-78.2618,-0.1323,0,0,0
66,-78.2622,-0.1025,0,0,0
67,-78.2625,-0.0751,0,0,0
68,-78.2626,-0.0525,0,0,0
69,-78.2626,-0.006,0,0,0
70,-78.2627,0.0072,0,0,0
71,-78.2626,0.0131,0,0,0
72,-78.2626,0.0179,0,0,0
73,-78.2626,0,0,0,0
74,-78.2626,-0.0048,0,0,0
75,-78.2626,-0.0107,0,0,0
76,-78.2626,-0.0083,0,0,0
77,-78.2626,-0.0083,0,0,0
78,-78.2626,-0.0095,0,0,0
79,-78.2627,-0.0095,0,0,0
80,-78.2627,-0.0274,0,0,0
81,-78.2628,-0.0465,0,0,0
82,-78.263,-0.0656,0,0,0
83,-78.2631,-0.0954,0,0,0
84,-78.2635,-0.1681,0,0,0
85,-78.2641,-0.2515,0,0,0
86,-78.265,-0.3219,0,0,0
87,-78.2666,-0.4589,0,0,0
88,-78.2676,-0.5269,0,0,0
89,-78.2688,-0.6008,0,0,0
90,-78.27,-0.6509,0,0,0
91,-78.2734,-0.72,0,0,0
92,-78.2756,-0.7176,0,0,0
93,-78.2785,-0.7379,0,0,0
94,-78.2799,-0.7033,0,0,0
95,-78.2814,-0.7033,0,0,0
96,-78.2828,-0.714,0,0,0
97,-78.2856,-0.6628,0,0,0
98,-78.2869,-0.6485,0,0,0
99,-78.2888,-0.6056,0,0,0
100,-78.2899,-0.5603,0,0,0
101,-78.2915,-0.4852,0,0,0
102,-78.2924,-0.4399,0,0,0
103,-78.2941,-0.3731,0,0,0
104,-78.2947,-0.3219,0,0,0
105,-78.2956,-0.2325,0,0,0
106,-78.296,-0.1907,0,0,0
